Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
80,CHI,Rome Odunze,WR,5.07,5,23.8,171.70,459.00,752.00,1406.00,"Through 12 games, Odunze was averaging 12.2 PPR points per game (WR22) with a pair of 100-yard outings and six TDs. But a foot injury resulted in Odunze missing Chicago's last five regular-season games. Still, he was undoubtedly Chicago's top WR in his first season in Ben Johnson's offense, cementing his status as an ascending young WR and dynasty asset. ",22.90
81,GB,Tucker Kraft,TE,5.10,5,25.3,167.60,453.00,738.00,1390.00,"Kraft enjoyed a strong 2025 before a November ACL tear cost him his season. He ended the year going 32-489-6 in only 8 games. He not only flashed good hands, but Kraft also showed after-the-catch ability in his third season. He remains a young TE on an offense that loves to use the position. The 25-year-old is a top dynasty TE moving forward. ",22.70
82,HOU,C.J. Stroud,QB,7.04,6,24.4,274.40,773.00,1306.00,2522.00,"Stroud's fantasy points per game rebounded slightly from 2024 (18.2 vs. 17.0). Still, he wasn't asked to carry a team that fielded one of the NFL's top defenses. That played a part in Stroud posting only three top-12 fantasy finishes in 14 games. Nico Collins, Jayden Higgins, and Jaylin Noel supply a nice group of young weapons. Still, a lack of rushing production -- plus middling pass volume -- figures to stick around moving forward.",22.10
83,RK,CJ Allen,LB,N/A,18,21.1,90,279,481,969,"",22.1
84,GB,Christian Watson,WR,9.01,5,26.8,181.00,479.00,746.00,1223.00,"Watson only played 10 games this season after suffering an ACL tear at the end of last season. Watson ended the season as WR19 in PPR points per game overtaking Matthew Golden. Watson signed a one-year extension keeping him on the Packers in 2026. Watson's athleticism makes him a high upside dynasty stash though his injury history is extensive. ",21.60
85,DET,Jared Goff,QB,6.05,8,31.4,293.10,814.00,1313.00,2191.00,"Leaning on OC Ben Johnson and an all-star cast, Goff set career highs in completion rate (72.4%) and passing TDs (37) in 2024. Goff's numbers predictably dipped after Johnson left to coach the Bears. Still, the veteran finished a solid QB6 in 17 games. While he'll break in another OC in 2026 -- Drew Petzing -- he'll remain surrounded by plenty of talent. Goff should remain a useful fantasy piece in the short term.",21.30
86,NO,Tyler Shough,QB,7.06,11,26.5,284.50,773.00,1271.00,2436.00,"Shough started 2025 as the No. 2 QB behind Spencer Rattler. But the rookie eventually earned the starting gig and played well enough to keep the job into 2026. Shough tallied a 67.6% completion rate, 7.3 yards per attempt, and engineered three game-winning drives for a talent-thin Saints offense. Shough also supplied some rushing upside with a 45-186-3 line. Now, the key will be adding WR talent alongside Chris Olave.",21.30
87,SEA,Ernest Jones,LB,N/A,8,26.3,125,291,461,785,"",21.1
88,TEN,Kevin Winston Jr.,DB,N/A,10,22.3,103,294,488,946,"",21
89,TB,Baker Mayfield,QB,6.04,9,30.9,279.20,784.00,1288.00,2322.00,"Baker's production reached new heights in 2024. Among the highlights: career-best marks in completion rate (71.4%), passing yards (4,500), and passing TDs (41). The addition of Round 1 WR Emeka Egbuka added optimism for 2025, but Baker's play fell off after a strong start. He finished QB12 in total fantasy points -- QB18 in PPG. Mike Evans signed with the 49ers after a 12-year run in Tampa Bay, but the pass-catching group remains in fine shape.",20.80
90,LVR,Quay Walker,LB,N/A,8,25.8,128,288,457,778,"",20.8
91,MIA,Malik Willis,QB,8.08,12,26.8,258.10,808.00,1294.00,2210.00,"Willis has proven effective as a spot-starter for Green Bay over the past two seasons. He peaked in Week 17 of last season with a 36.4-point fantasy effort vs. Baltimore. Now in Miami, Willis has a chance to establish himself as the starter for multiple seasons. The bulk of his fantasy appeal comes from high-end rushing upside.",20.30
92,RK,Omar Cooper Jr.,WR,8.10,18,22.3,110.00,449.00,752.00,1466.00,"Cooper led Indiana in receiving this year going 64-866-13. His body control and hands led him to being a major target for Heisman QB Fernano Mendoza, especially in the red zone. Cooper profiles as an NFL contributor, even if he doesn't have the speed to be a No. 1.",20.30
93,MIN,Kyler Murray,QB,7.12,6,28.6,292.60,800.00,1288.00,2147.00,"Murray was a huge disappointment in 2024, right alongside an underwhelming Marvin Harrison Jr. That trend continued in 2025, this time with the QB missing most of the season with a foot injury. Arizona released Murray in March, but he should find a starting job in free agency. ",20.20
94,RK,KC Concepcion,WR,8.02,18,21.5,143.00,429.00,733.00,1450.00,"Concepcion flashed at NC State but really came into his own at Texas A&M this year. He went 61-919-9 as a receiver. Concepcion also ran 10 times for 75 yards and a TD. He also is an elite returner who had two TDs this year. Concepcion is a Percy Harvin-level weapon who may end up being a high-end offensive weapon. His role and team will be key, but Concepcion has plenty fantasy upside if he is a first round pick. ",20.10
95,WAS,Terry McLaurin,WR,9.10,12,30.5,173.10,473.00,731.00,1189.00,"Coming off his 2024 breakout, injuries derailed McLaurin in 2025. He missed seven games and fell to a career-low 11.4 PPR points per game. His streak of five straight seasons with 110-plus targets and 1,000-plus receiving yards ended, and McLaurin failed to top 100 yards in any of his 10 games. QB Jayden Daniels missed more than half of the season, and promoted QB coach David Blough to replace Kliff Kingsbury. Deebo Samuel is also a free agent, adding to Washington's uncertainty. McLaurin will be back as the team's No. 1 WR in 2026, but in his age-31 season, he should be viewed as a declining dynasty asset. ",19.80
96,MIN,Jordan Addison,WR,8.12,6,24.2,161.10,444.00,734.00,1315.00,"After sitting out three games with a suspension, Addison had two 100-yard performances in his first three games. However, poor QB play torpedoed Minnesota's offense and remains a major concern for the Vikings. Entering his fourth season, Addison remains a boom-or-bust weekly play, and his dynasty value is cloudy until the Vikings stabilize their QB position. ",19.70
97,SEA,Sam Darnold,QB,7.08,8,28.8,248.60,768.00,1248.00,2387.00,"Darnold followed up his breakout 2024 with a solid '25. The former third overall pick threw for 4,048 yards, 25 TDs, and 14 INTs with a 67.6% completion rate. He finished QB13 in total fantasy points; QB20 in points per game. We don't see a high ceiling here, but Darnold should supply serviceable fantasy totals in the near term. Seattle retained Rashid Shaheed on a multi-year deal.",19.60
98,PIT,D.K. Metcalf,WR,9.06,5,28.3,184.60,449.00,718.00,1240.00,"Metcalf set career-low marks in targets (99), catches (59), and yards (850) in his first season in Pittsburgh. He still ranked 22nd with 12.5 PPR points per game and remained one of the best yards-after-catch WRs. Pittsburgh still has QB concerns, which makes Metcalf a somewhat risky option in dynasty, but he is still in his prime at 28. ",19.50
99,TEN,Cameron Ward,QB,6.12,10,23.8,248.80,742.00,1254.00,2421.00,"Ward’s college journey took him from Incarnate Word to Washington State to Miami. The top pick improved at each stop, throwing for 4,313 yards, 39 TDs, and seven INTs for the Hurricanes in 2024. Ward showed the ability to extend plays and make accurate throws all over the field. Ultimately, Ward's rookie tape showed extreme highs and lows, but he simply wasn't surrounded by a quality pass-catching group. This offseason brought the arrival of OC Brian Daboll and a slot upgrade in Wan'Dale Robinson.",19.40
100,BAL,Derrick Henry,RB,7.11,7,32.2,243.80,394.00,518.00,843.00,"Even at 31, Henry put together a masterful 2024 (325-1,921-16). He brushed off age/decline concerns to drop another strong season in 2025 -- this time with 16 rushing TDs and 5.2 YPC. Henry remains year to year at this stage of his career. We'll see how he meshes with a brand-new coaching staff after the firing of John Harbaugh. ",19.40
101,RK,Dillon Thieneman,DB,N/A,18,21.6,101,284,465,888,"",19.1
102,RK,Caleb Downs,DB,N/A,18,21.3,96,280,459,895,"",18.9
103,LAC,Daiyan Henley,LB,N/A,12,26.3,117,277,439,748,"",18.7
104,RK,Kenyon Sadiq,TE,7.09,18,21,115.30,404.00,697.00,1415.00,"Sadiq is an elite athlete who uses his footwork and leaping ability to get open and make catches. He is extremely tough to cover and can box out when contested. He led the Ducks in receptions this year despite numerous drops. Sadiq may not add much as a blocking presence, but he could be a top-15 pick with his ability as a receiver.",18.60
105,NYG,Cameron Skattebo,RB,7.03,14,24.1,180.70,370.00,580.00,937.00,"Skattebo earned plenty of hype as a hard-nosed runner with 1,711 rushing yards in 2024. Arizona State utilized him in the passing game, too, but he didn't display top-notch athleticism. Skattebo did post a strong 39.5"" vertical at the NFL Combine. While his Round 4 draft capital wasn't ideal, Skattebo looked like an NFL back in brief 2025 action. He missed most of the season with a serious ankle injury and will push to earn touches for a new staff in 2026.",18.60
106,LAR,Matthew Stafford,QB,8.04,8,38.1,291.20,820.00,1237.00,1850.00,"Stafford is under contract through the 2026 season and continued to look excellent in 2025. He finished the regular season with 4,707 yards and a career-high 46 TD passes. He'll play next season at 38 years old.",17.80
107,CAR,Bryce Young,QB,8.03,14,24.7,231.90,723.00,1222.00,2359.00,"Young's rookie year was nothing short of a disaster: 2,877 yards, 11 TDs, and 11 INTs across 16 games. HC Dave Canales arrived to help Young post a promising 2024 – particularly later in the season. From Week 12 on, the 'Bama product ranked sixth in QB fantasy points. His supporting cast received a boost with the arrival of Round 1 WR Tetairoa McMillan in 2025. Still, he underwhelmed for fantasy with a QB18 finish. We're not expecting a major breakout in the fall.",17.50
108,ATL,Kyle Pitts,TE,7.05,5,25.4,144.70,410.00,667.00,1257.00,"Pitts rebounded in 2025, posting career highs in targets (118), catches (88), and TDs (5). He also played all 17 games for the third straight season. Atlanta placed the franchise tag on him over the winter, and we'll see if both sides can agree on a long-term deal.",17.50
109,DAL,Brandon Aubrey,K,462.09,10,31,177,406,650,1188,"",17.5
110,IND,Alec Pierce,WR,8.06,11,25.9,169.80,444.00,704.00,1200.00,"Pierce had his best season in 2025, going for 47-1003-6. He continued to produce even when Daniel Jones went down with an injury. Somewhat surprisingly, he returned to the Colts on a 4-year deal that includes a stunning $84 million in total guarantees. Michael Pittman's departure sets up Pierce for a larger role. ",17.50
111,HOU,Jayden Higgins,WR,10.07,6,23.3,143.80,428.00,712.00,1322.00,"Higgins only played 54% of Houston's snaps and averaged a paltry 5.4 PPR points per game in his first nine games, but he lived up to his second-round billing in the second half of the season. From Weeks 10-18, Higgins commanded a 17% target share and averaged 9.5 PPR points per game, 25th among all WRs. He's firmly entrenched as Houston's No. 2 WR heading into his sophomore campaign, making him a solid target in dynasty leagues. ",17.50
112,SF,Mike Evans,WR,10.10,14,32.6,178.20,468.00,688.00,1098.00,"Evans battled injuries in 2025 and lost his 1,000-yard receiving streak. He will turn 33 before next season, so Evans' career is certainly on the downside. That said, he landed in a fine spot for short-term production with the 49ers. They lost 101 targets via offseason departures. ",17.00
113,DEN,Courtland Sutton,WR,11.03,12,30.4,169.20,447.00,700.00,1153.00,"Sutton ended 2025 as the WR22 in PPR points per game, benefiting from a high-volume passing attack. He remains locked into the X role for HC Sean Payton, especially after signing a new deal that keeps him with the Broncos through 2029. At 31 in October, however, Sutton's likely closer to a decline than he is to his peak. Jaylen Waddle also arrived in an offseason deal, a move that figures to lower Sutton's target volume.",17.00
114,DEN,RJ Harvey,RB,7.10,12,25.1,153.20,411.00,586.00,749.00,"Harvey was a surprise second-round pick, but two straight years of 1,400 rushing yards and good receiving skills made him a fit for HC Sean Payton’s offense. His workload increased after J.K. Dobbins sustained a mid-season injury, and the rookie showed well with 12 total scores. Long-term, we don't expect Harvey to become a workhorse. In the short term, he figures to remain in a split backfield alongside Dobbins.",16.90
